fsq_id,Longitude,Latitude,Elevation
575f4936498e1f05d646e847,-122.391938,37.788919,6.047857285
519ed023498e43b1dcd345b5,-122.478115,37.75439,105.513244629
4de9173588774aa92cb01bdf,-122.289761,37.8079,6.910205841
4bee58173686c9b66f6f246e,-122.395129,37.796842,3.186137199
5229375c11d283a864f7f305,-122.450356,37.765897,92.998687744
60934c1bc9549334f8c8c8c5,-122.433439,37.771865,46.598560333
58323ac165be58789a3fbada,-122.421532,37.743794,30.529579163
5f77701ff97f9d0e2af2825e,-122.264885,37.812059,8.210397720
4645c0e3f964a52082461fe3,-122.252961,37.825598,30.873718262
459b7818f964a52089401fe3,-122.399232,37.793446,3.809647799
42756d80f964a5207f211fe3,-122.265666,37.850483,40.409542084
5253feaf498ee244bf04cc79,-122.487505,37.77967,53.407413483
49d67986f964a520db5c1fe3,-121.883935,37.327903,29.510255814
4c4495cb56a7ef3b9e58ce21,-122.253992,37.862204,82.862670898
4ababe21f964a520b68220e3,-122.423254,37.774147,19.849740982
4ae9fafbf964a5202bb821e3,-121.886579,37.353185,21.712574005
4abbbdd9f964a520a38420e3,-121.889572,37.339582,24.350049973
459e2e1df964a520b2401fe3,-122.278318,37.79615,3.651138306
4db081eea86e63d211597ff5,-122.400221,37.799296,5.362390041
4511200df964a5208c391fe3,-122.3909,37.790762,3.452528954
51bb1e118bbdaf7fa072b511,-122.434891,37.797237,22.276559830
3fd66200f964a52057ed1ee3,-122.452616,37.768958,84.207221985
4b54df8ff964a520c7d027e3,-122.416154,37.77286,10.357809067
4a35805ef964a520109d1fe3,-122.42144,37.762851,13.971166611
54ee5259498e6903bec6240d,-122.478434,37.763349,68.388717651
4a4b78d2f964a52065ac1fe3,-122.291218,37.846697,7.225082874
4d2f60c9b97cb1f7bbaf9748,-122.249755,37.808555,2.512569666
56e0f646498e8a4679a6d4b2,-122.408092,37.763772,20.259649277
4c7ad512df08a1cd060fdf5d,-122.261035,37.844886,42.421100616
4a1fff67f964a520427c1fe3,-122.408059,37.782658,11.126059532
4b15947af964a52031af23e3,-121.87543,37.333527,28.163654327
4de13535c65bcc724f534d7e,-122.386083,37.771036,3.885828733
5ca54c4282a750002cf39340,-122.422913,37.805957,17.635704041
5c412c22894eac002b342e7b,-122.4023,37.801718,4.815660477
4a31c246f964a520219a1fe3,-122.386893,37.772608,3.197610378
4418754df964a5201e311fe3,-122.414699,37.76036,8.510962486
4a52ba72f964a520f4b11fe3,-121.894942,37.348916,20.310747147
49d68c61f964a520e65c1fe3,-122.393864,37.796057,1.799367070
4a14ae02f964a52064781fe3,-122.434342,37.771371,46.849472046
4db72a14cda18a0b609e5d01,-121.888206,37.348803,21.630231857
4b0b4f7ef964a5203f3023e3,-122.250772,37.837458,53.428382874
4d40c1b800e8a35d3312fefa,-122.242229,37.811243,6.352674484
581bcbdab148840eb13defc2,-122.289976,37.853747,12.256731987
49f626eaf964a520106c1fe3,-122.412611,37.751697,17.770792007
4bad463bf964a520bd403be3,-122.261689,37.840036,38.401493073
5c41180bc97f28002b604b95,-122.262827,37.836128,35.272026062
4d6ed46127316ea8a7cca7aa,-122.451158,37.727509,95.565773010
53b353fe498ec4fabbb421c8,-122.270581,37.849819,33.092445374
5cdb8a77febf31002cf60524,-122.430752,37.766419,37.874057770
4b5f98a2f964a520a8c329e3,-121.887044,37.349837,21.159282684
518309dc498e21dbe9058b9b,-122.397425,37.787129,8.037961006
4b254fb0f964a520c56f24e3,-121.887084,37.330568,28.919719696
56d74386cd10dff01acdb949,-122.504597,37.75284,14.596304893
58dff869b3cdc853091734fa,-122.426884,37.743418,39.463272095
6042aeb280ef454236b4de7d,-122.390963,37.771122,2.825445175
4ad8dd3ff964a5206e1521e3,-122.267238,37.866532,55.373210907
4fc7c071e4b06e4ecff8e93d,-122.412028,37.769745,6.326015472
56cb88ff498e223a0d752e97,-121.886466,37.33373,26.726373672
6052a71a10c9ff6ee1e79fe8,-122.416377,37.787103,42.734119415
52f3d3c311d2fa6250257ba7,-122.414499,37.803105,9.194698334
4a70fa6df964a520e9d81fe3,-121.896909,37.350876,18.744550705
4b1413def964a520e89c23e3,-122.282701,37.808661,8.097049713
4b265bb3f964a520807a24e3,-121.883503,37.337222,25.385675430
4b64dfd4f964a52097d62ae3,-122.418214,37.751923,22.485013962
5bd51be9947c05002c3a432d,-122.265741,37.846819,38.521114349
50a6999590e7783c56a9945c,-122.413373,37.802244,11.877614975
4bdc873d2a3a0f47f042b3b6,-122.396908,37.778347,3.488896132
4be1fbbc660ec928e858c83b,-122.389657,37.736714,15.299480438
53436734498e7f23eff637de,-122.260159,37.850864,51.650733948
60901c6fd2d3fd142427138a,-122.39396,37.787948,10.161211014
4486b2d2f964a5202d341fe3,-122.410097,37.800852,23.978418350
4a620525f964a520d6c21fe3,-121.913247,37.323228,34.806179047
4e2b4f1c1f6ebe544252959f,-122.434838,37.732549,61.236057281
5f349546a58a76498b527545,-122.438256,37.775743,60.348552704
5e6078e46c502e00070739b9,-122.42281,37.777546,20.658271790
43fb0c0ef964a520df2f1fe3,-122.421854,37.773503,16.937604904
43f703c9f964a520b52f1fe3,-122.433714,37.760769,33.166313171
57814797cd10c6e07dfc0b81,-122.392248,37.729588,16.705039978
5cb29f8bc0f163002c1b54a9,-122.252014,37.849059,62.635475159
5c17db6331fd14002cc1efda,-122.439043,37.784176,43.094871521
4aac0cfbf964a520e95b20e3,-121.894034,37.349341,19.939123154
54fef97c498ed85c97c47bb8,-121.881797,37.324082,31.656999588
4a8a4baef964a5201a0a20e3,-122.262621,37.835033,34.013412476
50ad5b86067d33c34bef6724,-122.405627,37.797348,15.426693916
591667529de23b672d0ec3cd,-121.900883,37.332903,26.367244720
5643c422498ee6f4e65ad0ad,-121.892833,37.340302,24.188016891
4c363d66ae2da59335d5fcc5,-122.477076,37.770608,86.384574890
4aa030a2f964a520a63e20e3,-122.260727,37.850756,50.686176300
50709df7e4b0c9f5cfd97f4a,-122.268514,37.812766,7.257798672
4a2821d8f964a520f8941fe3,-122.402375,37.765286,7.351801872
5e3c683c648f9f0008f3c872,-122.268407,37.874347,64.884201050
5f09357db86f39032b516f50,-122.422362,37.777253,20.147918701
60b3b78df426547c8853dd7c,-122.453645,37.799551,11.821831703
43f5f8a9f964a520a92f1fe3,-122.4157,37.779137,18.271528244
5740dcb3498e382e23897212,-122.275905,37.817732,8.513063431
4ae910a0f964a5203db421e3,-122.253342,37.825994,30.956928253
58c4ead8c0c89b4ea942e67b,-122.419313,37.752329,23.387113571
4b819f25f964a5204ab330e3,-122.42297,37.805878,16.767866135
59ef8a4831ac6c2da0fe6bad,-122.253338,37.825929,30.753610611
5694087d498e03c2041dc84f,-122.262076,37.819297,17.009157181
44edbcecf964a520e0371fe3,-122.408713,37.77431,8.308601379
4e285a3518a83a1362312e45,-122.50968,37.763555,7.738467693
4b5a88f3f964a52037ca28e3,-121.908776,37.321281,33.615680695
53ab8b36498efd284f85d7b9,-122.398671,37.787589,7.191781998
59d2eb922955136af2fd0900,-122.478674,37.763755,67.717765808
4a73619af964a52050dc1fe3,-122.50469,37.753193,14.908082008
50d73fb8e4b06651da909131,-122.431992,37.781319,34.231815338
4d97bf39647d8cfa522fde3d,-122.294746,37.80478,4.674529552
5dc48d5d66c37b0008250bf8,-122.421313,37.757077,21.714618683
4ba4d928f964a520e9ba38e3,-121.909536,37.361989,15.573490143
4a8e0c65f964a520e31120e3,-121.888499,37.335588,26.102210999
49ecf1def964a520b3671fe3,-122.433074,37.76085,30.268148422
51cdfa11498e45e34472a6cb,-122.444132,37.731021,72.298324585
435d7580f964a5201a291fe3,-122.421572,37.773589,16.866121292
463cf6b5f964a5203a461fe3,-122.251412,37.842343,52.902549744
5a33428625ecca176e716ca7,-122.422698,37.778077,20.885072708
49f35850f964a5208d6a1fe3,-122.421378,37.781216,26.572368622
4c31339c7cc0c9b6eb84ee9a,-122.278864,37.795651,3.578307629
5a2737c10457b734e89d1e29,-122.404532,37.786064,13.026350975
4db0bc8e0437a93f7f7a23e7,-122.505048,37.753198,12.910159111
5dc6f6d736cad800076c822a,-121.907944,37.320453,33.549270630
58d451f495383907dba37158,-122.397218,37.766562,4.309217930
5d62ea99ffec4e00078889cb,-122.438823,37.773217,61.465286255
43917d6df964a5205c2b1fe3,-122.421127,37.764835,12.996806145
49fd3a31f964a520146f1fe3,-122.476436,37.780293,45.504623413
44d43fb3f964a5204d361fe3,-122.416362,37.773955,12.209619522
42a4e380f964a520fe241fe3,-122.407999,37.76342,18.137603760
62e5b0c162ee2204736863a4,-121.913988,37.3237,34.458248138
4b353151f964a520202b25e3,-121.89655,37.356185,18.470020294
4cd0a38e5b5ca35de6317df0,-122.403413,37.797485,11.941958427
52603bff11d21a914be4eb71,-122.427227,37.768616,34.508247375
4ab01b2bf964a520ec6520e3,-122.441445,37.777557,71.128959656
60e0a63411913a782c8df046,-122.279459,37.871005,39.093822479
5674ec9f498e6ba0bbbbe816,-121.876913,37.335819,27.720075607
4e15fbae52b1b9e564457497,-121.876345,37.342588,24.773492813
4bb2595c42959c7430b7202c,-122.407046,37.777639,4.443113327
589f9cd575e13747e9a6b8c1,-122.497499,37.77547,54.286300659
53e55893498ed822e04fd909,-122.393401,37.795504,2.420453787
540c8a46498eb9ea5b8342b3,-122.254018,37.794086,8.547927856
4de2d7d118385df2b02e69be,-122.21148,37.774358,12.694824219
4b919e67f964a52057ca33e3,-122.252867,37.800283,4.134800911
4ac94ac4f964a52095bf20e3,-122.243589,37.811174,5.872241497
4a062117f964a520bb721fe3,-122.483646,37.782253,41.138370514
4b204910f964a520083024e3,-122.432523,37.761219,28.336967468
4a445686f964a52077a71fe3,-122.403691,37.7645,13.425543785
60230879c9683c149a6bc428,-122.406606,37.753168,16.616203308
4c168943daf42d7f02524466,-122.260345,37.875248,95.896331787
4a771f1df964a520a5e31fe3,-122.419535,37.760938,11.698388100
44ca68a6f964a52001361fe3,-122.425794,37.761342,15.457600594
50ef3b60e4b091d09373b5d5,-122.289693,37.806729,6.785523415
4ca4d6a3d7c33704acd2ac62,-122.420979,37.752626,26.889530182
4bd0e53141b9ef3b0f19fbe5,-122.283317,37.855294,20.076068878
4e0124e7483bd352f72095b8,-121.876769,37.342492,25.091430664
53c98e08498ec6ddfaf8b07b,-122.390479,37.736064,16.874540329
573e8ba3cd102b8b7351f55a,-122.405135,37.77197,4.736748695
63656ca45598da06d058388f,-122.49886,37.775463,54.848754883
562405f6498e32f69e70a7a3,-122.425782,37.761147,15.370888710
49dcd103f964a520a55f1fe3,-122.300465,37.86997,4.963123798
4c302764ed37a593d5926803,-122.405784,37.778128,4.088888645
509ffff5067d4e701338c501,-122.250012,37.809287,3.434951544
57d06497498e691ec2462b97,-122.265888,37.849356,39.422737122
44e37004f964a52042371fe3,-122.438179,37.775651,59.746871948
56593add498e44c8a53e41e8,-122.395779,37.794474,3.603601456
4a1c3a27f964a520267b1fe3,-122.272752,37.871244,50.945365906
4b4d31cdf964a520d7cd26e3,-122.28743,37.835811,6.030364037
4aa99475f964a5205d5420e3,-122.291235,37.840783,5.225396633
4af5d82ef964a520adfd21e3,-122.458544,37.780688,63.479808807
4ae6396ff964a520c5a521e3,-122.409326,37.788344,28.516319275
4ab3b005f964a520046e20e3,-121.899121,37.348061,20.288677216
57708baf498e779fa8e9a772,-122.271326,37.850286,32.786270142
52fc1300498e5a3085607bfd,-121.910077,37.316199,37.027374268
4e7bb992b8f7369cee042390,-122.413076,37.802071,13.959559441
5325ff61498e2ea84b9cac15,-122.376844,37.74063,4.104362011
6016187a5a1c413a68b6d687,-122.431736,37.764873,39.354049683
54f08677498ecc627d4dfc22,-122.48075,37.780549,43.298713684
516b3b89e4b0416e3694fa4b,-122.261299,37.810858,3.292811155
49ba1cbdf964a5205d531fe3,-122.421624,37.764764,14.143051147
4b53623ef964a520fe9927e3,-122.266438,37.822822,17.549257278
4ba95beef964a520c2213ae3,-122.427451,37.797836,29.442705154
4a75022cf964a52043e01fe3,-122.269327,37.801988,12.978921890
4a4b8a43f964a5206fac1fe3,-122.408512,37.776972,5.914205551
4e72bd668998f94a57e8526a,-121.894278,37.336556,25.696998596
4c678f449cb82d7f3f3a94d2,-121.892347,37.341912,24.463069916
4e98c9a3cc218247d90f32bd,-122.427931,37.751442,53.827190399
457ff3d0f964a520553f1fe3,-122.404448,37.77248,4.739449978
42853f80f964a5200c231fe3,-122.421348,37.756454,22.670450211
42926e80f964a5201b241fe3,-122.406585,37.771042,4.714906693
4b8446b7f964a520f12b31e3,-122.285316,37.81294,5.100375652
5c6b4cb7811045002c099a0c,-121.905565,37.332111,27.180967331
4ebd790ff790ce9dc916ff65,-122.255981,37.828181,28.828039169
520169f7498eb30a27c24173,-122.422413,37.797503,44.214145660
60488aa00c6bef49e243203a,-122.493027,37.782151,68.074150085
42accc80f964a52040251fe3,-122.421225,37.794392,56.796329498
4e395a0b887777123dd1e055,-122.404798,37.751672,15.764964104
4c8bed4acf3ea1431886f051,-122.28309,37.809187,7.068126202
548287ed498ed8a19e391254,-122.271204,37.804657,12.772336960
4e0a83f41495b12d82382c71,-122.467073,37.763863,80.974723816
4a060428f964a520ad721fe3,-122.41385,37.805474,4.605246067
5c0aefd112f0a9002cded0ab,-122.404753,37.771574,4.046185493
59e56a7f0fe7a053f3d23f54,-122.402238,37.770263,3.418502569
4fd60535e4b0b916eb507833,-122.287877,37.838587,7.381584167
4bef648f2ff520a16b8fe8a2,-122.281015,37.835347,13.578918457
4e74ba83922ef20af586d846,-122.411633,37.773989,11.131724358
4b4ab17ff964a5200d8d26e3,-122.398783,37.729843,18.325922012
4f3273a519836c91c7d9284a,-122.390446,37.739171,7.567288876
4e8694e50aafe7a08166f7a3,-122.414113,37.760143,8.301661491
50a2a081e4b049b5a6ee2c22,-122.270074,37.880818,76.942306519
5989205d64c8e12750122427,-122.419691,37.786637,39.114906311
54fb3d7a498e39df2f280ca8,-121.886075,37.353122,22.009185791
5d9ba9f0c664840008307138,-122.256776,37.828285,28.397211075
42e03700f964a52065261fe3,-122.422529,37.793411,60.354770660
51c655f2498e6def8b699314,-122.477953,37.754075,105.080345154
40c3b000f964a520e2001fe3,-121.884375,37.332106,27.455995560
5a08b0b4e65d0c20c653b266,-121.884131,37.339574,24.948242188
4c7a95c2566db60c5d65480e,-122.442626,37.799874,6.559613228
4a0af16df964a520b2741fe3,-122.386083,37.771036,3.885828733
417c4200f964a520c71d1fe3,-122.452057,37.769197,85.614532471
4b9eff30f964a520180f37e3,-122.298088,37.840136,4.931322575
528f8878498eb0db6d08293e,-121.889293,37.337041,24.771917343
602de07fd4234148c3ff9983,-122.288642,37.807168,7.057696342
4a394777f964a5204e9f1fe3,-122.421606,37.759603,16.788749695
53a4d689498ea115342ebc1c,-122.267411,37.807328,8.748906136
53a0ee8b498e527f3c70bfeb,-121.883705,37.318268,32.308105469
4a9ea79ff964a520cf3a20e3,-122.24856,37.809004,3.513285398
4abff1aef964a520289320e3,-121.909245,37.336641,24.802719116
4a63da64f964a520ecc51fe3,-122.425213,37.802417,27.662170410
5ae10775e97dfb002c06c70a,-122.422491,37.768521,13.167057037
5070e542fe1e70c3901483b7,-122.269541,37.80818,8.746676445
49ebd15af964a52034671fe3,-121.913355,37.323909,34.404975891
4fbe64f57b0c49b697760e3e,-122.437696,37.806196,3.529201031
45215c72f964a520ca3a1fe3,-122.269263,37.870285,54.101840973
5c3384fbacc5f5002c89a62c,-122.398922,37.786982,8.341918945
4a0f1944f964a52023761fe3,-122.262535,37.839776,37.727172852
5e35eb94bd1d4d00072bc762,-122.497719,37.775551,54.645164490
4bf6f62f13aed13a4d89eaf7,-122.425874,37.739672,61.828758240
58901f9ce18e653095361b48,-122.415489,37.778595,17.022047043
583f36b70b7e9312ee559aef,-122.395601,37.785373,18.052604675
56d9901ecd108c3b1d8d9f9b,-122.401096,37.801973,1.488123298
637c298ac7ee712500ca62df,-122.399065,37.795497,3.490244389
4c83ed6fd8086dcb887e8452,-122.253891,37.866686,92.945968628
4b19d3f4f964a520f6e423e3,-122.476459,37.780683,45.656982422
5a03ae7366f3cd6001ed55d7,-122.399027,37.793638,3.763778687
49c2d976f964a52030561fe3,-122.268857,37.873431,62.004276276
4f08858fe4b0596c8ebe2dd0,-122.511534,37.775367,8.092981339
42af6f80f964a5205e251fe3,-122.392563,37.782468,14.082419395
4c85460151ada1cdb03c3610,-122.498291,37.751595,36.240882874
4b1843cef964a520decf23e3,-122.403289,37.796612,5.850594044
57db14c9498ebe11d4a6e6db,-122.262416,37.81904,17.067346573
43067280f964a52023271fe3,-122.393425,37.795536,2.274304867
5c1bceeb0a08ab002c31a15c,-122.293617,37.841028,3.996329308
52fd936b498e9c816a9e42e0,-122.262831,37.836193,35.374073029
4a1babcbf964a520047b1fe3,-122.431564,37.784978,42.001632690
4efa16109911b01dddd11a6c,-122.267114,37.837014,29.387151718
44e36f32f964a52041371fe3,-122.415778,37.778639,17.600923538
5a2ae8f90c9f311a1b1f4d95,-121.86731,37.365119,27.216993332
4bdf7980e75c0f473a6dcb03,-122.47781,37.785315,41.132648468
4b7e0304f964a520f7de2fe3,-122.394199,37.737186,15.479240417
4b232d1ef964a5202a5424e3,-121.896353,37.351178,18.867546082
608e35bb5665f260bbf1fbfb,-121.881696,37.370301,23.701080322
4b78eda9f964a52086e62ee3,-121.893376,37.319748,31.703741074
43a016cbf964a5201b2c1fe3,-122.398806,37.787448,7.263063431
5f4b275d88944a58b58a81f4,-122.402659,37.781045,4.886880398
5484b6d2498e5509ca9b9962,-122.398625,37.786808,7.928975105
4cd35bb6793d224ba6b84810,-122.242681,37.811601,7.340930462
621bbf1a507988046365ff20,-122.438638,37.773721,59.340896606
5ce5ed2fd552c7002c078c26,-122.256692,37.828063,28.130350113
49fdbacbf964a520236f1fe3,-122.434456,37.789035,53.258926392
4b58ac6bf964a520026528e3,-122.294205,37.805344,4.569661140
5025bee7e4b0235587096c09,-121.905178,37.331581,27.023761749
4a998e16f964a5200b2f20e3,-122.299714,37.839719,4.142478943
4f833c3be4b0e533af027908,-122.389768,37.738601,8.584869385
5a480b9db8fd9d6ba9355f40,-122.217895,37.779861,17.727539063
4ddc50bbd164236dd371b0b7,-122.402151,37.776085,3.590332270
40c3b000f964a520e3001fe3,-121.884399,37.332564,26.951372147
49c5b7a8f964a5201f571fe3,-122.256543,37.809287,8.554393768
529e452911d2b1181cd2f09a,-121.887727,37.337218,24.975852966
4f272c66e4b08842e6c1c4b2,-122.391488,37.778826,4.954496861
57213571498e0718cd926737,-122.275709,37.800659,10.546741486
4a07929df964a52085731fe3,-122.456065,37.781172,66.159797668
584b00068f0be42a4dbf33ed,-122.434214,37.78373,40.530761719
52eb109611d2f169d2d80599,-122.421402,37.757365,21.066110611
51d3860f498ec834e85ea625,-121.894278,37.336556,25.696998596
4a6a86cdf964a520b0cd1fe3,-122.267642,37.8698,57.491916656
4b8ab3acf964a520d87a32e3,-122.260206,37.850436,50.499912262
4bd9eb38c79cc92806a37ce9,-122.458378,37.7791,67.360206604
4a53b54af964a520a4b21fe3,-122.401206,37.797751,5.210665703
4aa81f47f964a520734f20e3,-122.456165,37.781655,65.395233154
575730a3498e1522af37082a,-122.419479,37.768489,7.794156551
4ae20cd2f964a5202b8a21e3,-122.450859,37.786439,82.429122925
56539efc498e1cb78c5e8714,-122.260429,37.87547,97.553741455
50a1bb99e4b006efbc783ede,-122.479233,37.753912,103.586547852
52c74e73498e2c610807c6b8,-122.498147,37.775518,54.799549103
565939d6498e8673e8df7a67,-122.393219,37.788756,6.575918674
4a298355f964a5209f951fe3,-122.463288,37.764056,87.340919495
4cb0ecf5aef16dcb9359b554,-122.251059,37.838711,44.425472260
4b747584f964a520e8dd2de3,-122.392491,37.728851,13.875275612
42e03700f964a52063261fe3,-122.408828,37.788415,27.080781937
582f93631d21ba15a4acc52e,-122.267157,37.866375,55.279106140
4c3b73de1a1cd13aa162b60d,-122.263119,37.801344,8.373226166
50ad9a65f31c1a5986177b92,-121.886529,37.349579,21.308710098
49c6a621f964a52069571fe3,-121.889414,37.343302,22.889163971
582f70ae04aa4f5e81d0ea53,-122.278754,37.85087,22.476623535
58dd6376ca10703b62225c47,-122.293617,37.841028,3.996329308
4f1f0a71e4b03ae365ded94c,-122.293544,37.841001,4.034022331
46b9027ef964a520ca491fe3,-122.388693,37.782502,3.914713621
49f168eef964a520aa691fe3,-122.400068,37.795486,3.815167427
5bea4be5f05ca8002de976b5,-122.293544,37.841001,4.034022331
4abfe423f964a520d39220e3,-122.464359,37.762797,93.853332520
49b1a93df964a520d9521fe3,-122.4153,37.763254,6.126662254
4bf5e710004ed13a55a441a0,-122.397686,37.77208,3.608948469
4ab88596f964a520057d20e3,-121.916017,37.365334,14.645361900
40e4a580f964a520f5091fe3,-122.418866,37.784806,34.588779449
4ce5ed149f776ea87b174f22,-122.389677,37.73583,21.406953812
4085b980f964a52093f21ee3,-122.399857,37.765119,6.674904346
4d519b1a9b27721efe86b946,-122.272261,37.800592,12.231412888
4d40963900e8a35dda55fcfa,-122.276874,37.80593,12.308292389
557c6585498ebf798e085856,-122.416621,37.805034,7.623320103
53b4dd52498eef48c82d89a5,-122.423307,37.777475,21.176702499
60ad63f273a458130b2ae450,-122.422049,37.763458,14.851661682
49daea87f964a520be5e1fe3,-122.436891,37.772058,58.045787811
4cc88860e7926dcb39a25677,-122.22463,37.775926,12.147171021
61199126349c3133bed20949,-122.481143,37.779931,42.878177643
4a77ae99f964a520fde41fe3,-122.499218,37.775468,54.808967590
4be9c54b61aca59345f68200,-122.260772,37.825371,23.615411758
